event_id,event_ts,customer_id,event_type,device,source,product_id,session_id
30000054,2025-02-25 22:49:00,101347.0,product_view,ios,context,200035,696956668
30000055,2025-07-13 07:50:00,102819.0,checkout_start,ios,email,200239,106618395
30000056,2025-05-05 05:16:00,107890.0,add_to_cart,desktop,direct,200076,410753954
30000057,2026-01-22 01:10:00,107089.0,product_view,ios,direct,200154,269796880
30000058,2025-08-09 12:09:00,104261.0,product_view,android,social,200176,295578149
30000059,2025-07-21 20:29:00,105059.0,purchase,desktop,context,200170,875725099
30000060,2025-07-18 15:58:00,104389.0,checkout_start,desktop,organic,200191,391618742
30000061,2026-04-21 18:32:00,104604.0,session_start,ios,social,200165,558511172
30000062,2026-01-15 18:37:00,100550.0,session_start,ios,context,200140,306486430
30000063,2025-03-30 06:02:00,101934.0,session_start,desktop,social,200025,903223282
30000064,2025-11-16 19:35:00,106314.0,product_view,ios,direct,200033,457831878
30000065,2026-06-13 01:54:00,108831.0,session_start,desktop,direct,200128,109154718
30000066,2025-10-30 09:47:00,107496.0,product_view,ios,referral,200204,501605432
30000067,2026-03-06 18:06:00,104878.0,product_view,ios,email,200028,665161983
30000068,2025-09-22 02:17:00,103767.0,session_start,ios,direct,200022,450765631
30000069,2025-04-24 10:55:00,101424.0,session_start,desktop,social,200032,858778035
30000070,2025-11-21 06:30:00,100557.0,add_to_cart,ios,organic,200115,737667867
30000071,2025-09-21 10:08:00,101482.0,checkout_start,desktop,context,200107,524988123
30000072,2026-06-22 06:38:00,101621.0,purchase,desktop,direct,200147,148086494
30000073,2025-02-24 19:34:00,100307.0,product_view,android,organic,200132,634771709
30000074,2025-03-12 09:46:00,105992.0,product_view,ios,social,200185,233632920
30000075,2025-06-13 19:00:00,106937.0,purchase,desktop,organic,200033,762892892
30000076,2025-11-08 12:50:00,108210.0,session_start,desktop,social,200108,917039074
30000077,2025-09-01 10:17:00,100776.0,session_start,ios,organic,200143,976694203
30000078,2026-06-25 20:38:00,108302.0,product_view,ios,context,200129,461732226
30000079,2025-10-08 03:33:00,106887.0,add_to_cart,ios,social,200166,684403426
30000080,2026-01-12 16:39:00,109808.0,purchase,desktop,social,200054,508545109
30000081,2026-05-03 18:00:00,105948.0,add_to_cart,desktop,direct,200116,112601281
30000082,2026-05-07 23:18:00,107569.0,session_start,desktop,context,200204,759988733
30000083,2025-09-16 18:30:00,107757.0,add_to_cart,ios,social,200059,143057442
30000084,2025-03-13 18:10:00,101077.0,session_start,desktop,organic,200157,711335331
30000085,2026-06-18 07:04:00,106232.0,purchase,android,context,200040,334421409
30000086,2026-04-05 13:04:00,108583.0,product_view,ios,direct,200094,122715459
30000087,2025-09-10 10:06:00,100222.0,product_view,ios,organic,200106,542922536
30000088,2025-08-17 05:04:00,100360.0,product_view,ios,organic,200202,619801441
30000089,2025-02-14 23:07:00,107047.0,checkout_start,android,social,200051,510578878
30000090,2026-05-16 09:04:00,107977.0,session_start,desktop,context,200103,625298630
30000091,2025-12-07 22:14:00,102483.0,session_start,desktop,context,200140,702193247
30000092,2025-12-07 19:55:00,104991.0,add_to_cart,desktop,context,200109,504464081
30000093,2026-06-23 05:16:00,106898.0,session_start,desktop,social,200135,490612723
30000094,2025-12-16 18:54:00,107858.0,product_view,android,context,200144,643028313
30000095,2025-03-22 17:23:00,109437.0,product_view,desktop,direct,200242,816125012
30000096,2025-09-08 10:54:00,101586.0,product_view,android,organic,200181,936035660
30000097,2025-09-05 16:59:00,101256.0,session_start,ios,referral,200109,397429104
30000098,2026-06-25 14:07:00,109434.0,checkout_start,ios,organic,200176,291316539
30000099,2026-02-05 03:02:00,106623.0,add_to_cart,android,organic,200223,680063175
30000100,2025-03-25 12:11:00,108496.0,checkout_start,desktop,direct,200127,746065866
30000101,2026-04-20 03:30:00,108948.0,add_to_cart,ios,organic,200014,317058760
30000102,2025-01-20 14:18:00,102212.0,product_view,desktop,social,200062,280633984
30000103,2025-11-29 02:40:00,100462.0,add_to_cart,ios,organic,200096,707361136
30000104,2026-06-26 20:39:00,102405.0,product_view,desktop,organic,200073,433309148
30000105,2026-05-18 22:10:00,100271.0,product_view,desktop,social,200213,910750435
30000106,2025-06-19 22:39:00,100983.0,product_view,android,context,200240,824775427
30000107,2025-04-02 22:53:00,107642.0,product_view,ios,organic,200173,561895952
30000108,2025-11-08 08:28:00,103451.0,session_start,ios,context,200240,153242899
30000109,2025-01-16 00:24:00,100861.0,session_start,ios,social,200016,775438249
30000110,2025-03-19 14:37:00,104468.0,add_to_cart,ios,social,200169,427591519
30000111,2025-09-09 18:35:00,106569.0,product_view,ios,social,200114,371243175
30000112,2025-07-08 01:57:00,101553.0,add_to_cart,android,organic,200235,274250825
30000113,2026-01-25 23:36:00,107120.0,session_start,ios,organic,200133,380179090
30000114,2025-01-03 10:56:00,109645.0,session_start,android,referral,200086,569062915
30000115,2026-03-06 09:51:00,102900.0,product_view,desktop,email,200048,219986056
30000116,2025-03-02 23:11:00,107703.0,add_to_cart,desktop,context,200102,535166145
30000117,2025-03-22 10:35:00,106779.0,add_to_cart,ios,referral,200067,620806542
30000118,2026-03-30 05:28:00,100015.0,session_start,android,email,200028,115926845
30000119,2026-01-12 13:59:00,106197.0,session_start,desktop,context,200110,107673712
30000120,2025-10-14 07:08:00,104557.0,product_view,ios,context,200163,383248475
30000121,2025-12-29 11:51:00,101494.0,product_view,desktop,social,200212,541151665
30000122,2025-05-26 13:18:00,109919.0,add_to_cart,desktop,email,200211,797414448
30000123,2025-08-06 10:10:00,100374.0,session_start,ios,organic,200147,339318506
30000124,2026-02-25 14:02:00,105441.0,session_start,desktop,context,200029,631721146
30000125,2025-11-14 04:45:00,107839.0,session_start,android,email,200003,376834965
30000126,2025-01-04 00:10:00,104556.0,add_to_cart,android,referral,200111,502736493
30000127,2026-06-19 04:43:00,109504.0,add_to_cart,desktop,organic,200202,252461690
30000128,2026-05-14 23:43:00,100736.0,product_view,android,social,200233,691902276
30000129,2026-05-20 22:10:00,105119.0,session_start,desktop,direct,200062,705390011
30000130,2025-01-09 16:09:00,100055.0,add_to_cart,ios,context,200231,110719115
30000131,2026-02-08 18:29:00,101370.0,product_view,desktop,context,200082,986581998
30000132,2026-06-28 12:36:00,100220.0,session_start,android,referral,200047,184028420
30000133,2025-03-17 07:48:00,107535.0,product_view,ios,context,200228,233730357
30000134,2025-03-29 04:33:00,106837.0,product_view,android,context,200033,918034034
30000135,2025-04-03 16:25:00,104867.0,session_start,desktop,email,200219,767373959
30000136,2025-01-27 10:54:00,101222.0,product_view,desktop,organic,200082,331949987
30000137,2026-01-08 20:54:00,101931.0,product_view,desktop,organic,200242,343461943
30000138,2026-03-16 20:28:00,102395.0,checkout_start,android,social,200115,742656518
30000139,2025-09-19 06:15:00,100162.0,add_to_cart,android,email,200095,162406935
30000140,2025-04-13 20:30:00,100290.0,add_to_cart,android,social,200155,141552565
30000141,2025-10-30 03:50:00,107806.0,product_view,ios,context,200170,501554729
30000142,2025-09-06 14:46:00,106996.0,add_to_cart,android,email,200192,768906131
30000143,2025-06-10 04:26:00,103987.0,session_start,ios,direct,200112,613161758
30000144,2025-05-17 14:00:00,103976.0,product_view,desktop,referral,200093,223819299
30000145,2025-03-08 19:06:00,106484.0,product_view,desktop,context,200099,679085725
30000146,2025-10-06 07:08:00,100036.0,add_to_cart,android,email,200056,329160543
30000147,2026-06-10 17:13:00,107479.0,purchase,desktop,referral,200236,946342453
30000148,2025-08-27 00:52:00,103018.0,add_to_cart,ios,direct,200077,288343048
30000149,2025-08-09 10:11:00,102682.0,product_view,desktop,organic,200195,857859004
30000150,2025-10-13 01:45:00,101412.0,session_start,android,organic,200039,776621822
30000151,2025-10-09 16:27:00,107265.0,add_to_cart,desktop,email,200112,756821356
30000152,2026-01-19 04:00:00,108708.0,product_view,android,organic,200001,108820571
30000153,2026-01-09 01:04:00,101712.0,product_view,ios,context,200220,679041332
30000154,2026-05-18 09:31:00,101908.0,session_start,ios,direct,200029,610274716
30000155,2025-10-22 04:16:00,103175.0,product_view,android,context,200242,538944293
30000156,2025-04-14 13:08:00,108810.0,add_to_cart,desktop,context,200106,204312448
30000157,2025-03-15 21:20:00,108042.0,product_view,desktop,social,200022,811288445
30000158,2026-02-24 03:55:00,105893.0,product_view,desktop,organic,200141,380101470
30000159,2026-06-24 09:19:00,102423.0,add_to_cart,ios,email,200218,458632636
30000160,2026-02-22 00:29:00,104160.0,session_start,ios,referral,200043,298460754
30000161,2026-03-10 21:14:00,101746.0,purchase,desktop,organic,200161,797865442
30000162,2025-01-28 00:45:00,100397.0,product_view,android,social,200121,161237704
30000163,2025-05-13 05:36:00,105722.0,product_view,android,context,200222,250369317
30000164,2026-01-05 21:04:00,104452.0,session_start,ios,referral,200099,569762271
30000165,2026-01-01 18:22:00,102688.0,add_to_cart,ios,organic,200066,387113253
30000166,2026-06-20 16:57:00,106435.0,product_view,android,social,200167,352915263
30000167,2026-05-26 01:30:00,109029.0,session_start,ios,referral,200005,244223455
30000168,2026-03-07 05:39:00,105278.0,checkout_start,desktop,organic,200145,246570354
30000169,2025-09-28 08:44:00,103123.0,session_start,android,organic,200117,482845668
30000170,2025-04-09 17:26:00,101339.0,session_start,android,social,200136,821771943
30000171,2026-06-25 12:09:00,104344.0,add_to_cart,desktop,referral,200149,871875914
30000172,2025-10-25 20:41:00,103134.0,product_view,ios,email,200035,766018162
30000173,2025-02-01 12:42:00,103296.0,product_view,android,organic,200130,174924029
30000174,2026-04-01 03:25:00,108848.0,product_view,android,context,200158,887864162
30000175,2025-10-10 02:14:00,109680.0,checkout_start,desktop,email,200241,669025636
30000176,2025-08-03 05:41:00,109835.0,product_view,desktop,referral,200037,783575251
30000177,2025-07-26 23:56:00,100745.0,session_start,android,email,200013,439519532
30000178,2025-09-27 03:41:00,105297.0,product_view,desktop,organic,200086,521742758
30000179,2025-06-05 03:38:00,104863.0,checkout_start,desktop,organic,200016,996361258
30000180,2025-02-12 19:24:00,107477.0,purchase,android,social,200211,303028466
30000181,2025-08-25 08:49:00,106605.0,purchase,desktop,social,200121,609137734
30000182,2025-04-10 16:52:00,101763.0,session_start,desktop,direct,200241,366266561
30000183,2026-02-16 16:54:00,108039.0,session_start,ios,social,200084,310325013
30000184,2025-07-12 01:07:00,106748.0,product_view,desktop,organic,200081,365359048
30000185,2026-01-02 20:52:00,101457.0,add_to_cart,android,referral,200064,729381462
30000186,2025-10-16 00:52:00,107510.0,product_view,ios,organic,200092,790338326
30000187,2025-09-23 22:04:00,108063.0,checkout_start,desktop,social,200061,377969165
30000188,2025-03-13 19:22:00,104093.0,session_start,android,social,200090,460886738
30000189,2025-09-21 05:47:00,102977.0,product_view,desktop,direct,200237,917960896
30000190,2026-03-22 01:03:00,100256.0,product_view,ios,organic,200147,904745717
30000191,2025-11-22 12:53:00,104104.0,session_start,ios,email,200132,938822321
30000192,2025-08-07 00:08:00,107981.0,checkout_start,ios,organic,200154,439232860
30000193,2025-10-07 22:43:00,107697.0,product_view,android,social,200021,140324407
30000194,2025-08-07 22:53:00,105260.0,product_view,desktop,email,200227,300746480
30000195,2025-05-19 05:15:00,106020.0,session_start,ios,organic,200050,128913305
30000196,2026-01-24 11:09:00,100638.0,product_view,ios,direct,200063,823054373
30000197,2025-07-10 23:53:00,106827.0,add_to_cart,android,referral,200057,818626099
30000198,2025-11-11 01:32:00,104471.0,checkout_start,android,social,200167,886376685
30000199,2026-04-22 01:47:00,107100.0,product_view,desktop,referral,200100,402354062
30000200,2026-05-09 14:21:00,109593.0,product_view,ios,direct,200093,136113856
30000201,2025-09-19 17:15:00,100435.0,product_view,desktop,direct,200203,586627589
30000202,2026-05-09 20:27:00,100572.0,session_start,android,context,200106,436560335
30000203,2025-01-28 03:12:00,109532.0,product_view,ios,direct,200129,531972390
30000204,2025-12-23 15:16:00,100964.0,product_view,desktop,social,200038,540064946
30000205,2025-12-14 02:32:00,105213.0,add_to_cart,ios,organic,200097,824962927
30000206,2025-01-19 16:54:00,103827.0,add_to_cart,desktop,context,200086,146330760
30000207,2025-09-04 14:11:00,101934.0,product_view,ios,social,200026,295785844
30000208,2025-03-21 06:54:00,108698.0,product_view,ios,organic,200082,304714595
30000209,2025-02-28 08:09:00,101272.0,product_view,ios,direct,200159,171535193
30000210,2025-01-26 14:14:00,107310.0,purchase,desktop,organic,200185,566679825
30000211,2025-12-01 11:58:00,102578.0,product_view,android,context,200181,578694605
30000212,2026-06-02 22:53:00,109937.0,product_view,android,email,200151,818368307
30000213,2025-10-04 10:51:00,109303.0,session_start,desktop,context,200079,566250418
30000214,2026-06-03 18:14:00,105222.0,add_to_cart,ios,social,200055,651540209
30000215,2026-01-04 04:00:00,102626.0,product_view,ios,organic,200195,349203716
30000216,2025-09-03 21:05:00,105047.0,session_start,desktop,organic,200052,797490246
30000217,2025-06-02 07:28:00,108677.0,product_view,desktop,organic,200243,195353339
30000218,2025-08-08 03:01:00,107230.0,add_to_cart,android,context,200206,773041508
30000219,2025-07-31 09:29:00,102790.0,add_to_cart,desktop,organic,200209,955862572
30000220,2025-07-11 05:17:00,102780.0,checkout_start,android,social,200241,186320319
30000221,2025-11-15 16:19:00,100860.0,add_to_cart,desktop,organic,200178,573035768
30000222,2025-10-06 22:12:00,109836.0,product_view,ios,social,200236,346943224
30000223,2025-10-12 02:11:00,108809.0,product_view,ios,context,200061,520763951
30000224,2025-12-04 13:04:00,100206.0,add_to_cart,android,social,200077,766796297
30000225,2025-08-09 15:39:00,104065.0,product_view,desktop,email,200081,651858612
30000226,2026-01-24 16:45:00,108784.0,add_to_cart,ios,social,200053,848301642
30000227,2026-06-22 20:26:00,103791.0,session_start,desktop,context,200036,591811676
30000228,2026-04-08 02:22:00,105822.0,add_to_cart,desktop,referral,200212,679062290
30000229,2025-10-26 13:39:00,102442.0,add_to_cart,ios,context,200150,581989505
30000230,2026-03-15 08:26:00,102421.0,checkout_start,desktop,context,200242,874790739
30000231,2025-05-01 03:15:00,104698.0,product_view,android,referral,200004,117548229
30000232,2025-10-15 17:01:00,101509.0,add_to_cart,android,context,200085,473168120
30000233,2026-04-30 19:45:00,109382.0,session_start,android,email,200058,323734906
30000234,2025-04-21 13:52:00,109124.0,add_to_cart,android,social,200183,628864083
30000235,2025-12-29 06:28:00,107802.0,add_to_cart,android,social,200031,366983996
30000236,2025-03-29 13:34:00,109637.0,product_view,android,social,200021,324972831
30000237,2026-02-18 18:55:00,101497.0,product_view,ios,direct,200131,445962147
30000238,2025-02-06 10:19:00,109099.0,session_start,ios,email,200099,835463244
30000239,2025-09-11 19:48:00,106181.0,add_to_cart,android,social,200126,254286452
30000240,2025-01-22 07:59:00,102553.0,add_to_cart,ios,email,200239,976837013
30000241,2025-02-11 13:05:00,108419.0,product_view,android,context,200119,192490617
30000242,2025-07-15 09:47:00,108944.0,product_view,desktop,context,200197,133405266
30000243,2025-01-19 10:03:00,103256.0,product_view,ios,organic,200245,311093735
30000244,2025-10-14 22:55:00,104112.0,session_start,desktop,organic,200208,613935422
30000245,2025-09-16 15:05:00,108693.0,session_start,android,direct,200140,313014486
30000246,2025-10-13 09:52:00,105491.0,product_view,desktop,organic,200212,634090795
30000247,2025-03-20 11:09:00,106772.0,product_view,ios,direct,200196,122093750
30000248,2025-07-26 14:20:00,107211.0,session_start,ios,social,200181,855137528
30000249,2026-04-05 01:16:00,109819.0,session_start,ios,social,200197,186583552
30000250,2026-05-20 04:47:00,102120.0,session_start,android,context,200218,508584241
30000251,2025-04-10 03:12:00,109070.0,session_start,desktop,context,200139,284872257
30000252,2025-04-22 16:18:00,106463.0,add_to_cart,ios,context,200138,435964705
30000253,2025-05-24 13:00:00,107617.0,checkout_start,desktop,context,200224,937709273
30000254,2026-01-02 10:33:00,109697.0,session_start,desktop,referral,200002,919528588
30000255,2026-04-05 16:21:00,109432.0,session_start,ios,context,200091,863756560
30000256,2025-07-30 23:52:00,106989.0,add_to_cart,android,organic,200131,195273077
30000257,2025-01-10 01:54:00,106417.0,add_to_cart,android,context,200110,752266158
30000258,2025-12-08 07:29:00,107325.0,add_to_cart,desktop,direct,200135,558519264
30000259,2025-07-18 01:44:00,100393.0,session_start,ios,context,200056,769300272
30000260,2025-01-23 17:28:00,105691.0,product_view,ios,direct,200222,636423253
30000261,2026-03-11 15:00:00,102503.0,session_start,android,context,200164,539897643
30000262,2026-05-06 08:54:00,106932.0,product_view,desktop,email,200214,646304021
30000263,2025-01-24 08:38:00,108732.0,checkout_start,desktop,social,200094,603593293
30000264,2025-12-17 05:40:00,109035.0,checkout_start,ios,context,200144,692263027
30000265,2026-02-07 15:25:00,106541.0,product_view,ios,email,200024,906279469
30000266,2025-09-15 10:53:00,101426.0,session_start,desktop,email,200079,155821008
30000267,2026-02-18 11:39:00,100063.0,checkout_start,desktop,social,200047,936163055
30000268,2026-05-21 17:12:00,103947.0,checkout_start,desktop,organic,200247,799430027
30000269,2026-02-13 21:50:00,102751.0,product_view,desktop,social,200020,242668855
30000270,2025-08-24 15:47:00,102149.0,purchase,desktop,email,200038,764697256
30000271,2025-06-15 03:00:00,100786.0,product_view,desktop,organic,200195,729228499
30000272,2025-01-25 22:39:00,104052.0,product_view,ios,context,200004,229649846
30000273,2026-05-06 18:52:00,104640.0,purchase,android,context,200243,953017473
30000274,2025-08-18 10:08:00,102631.0,product_view,android,context,200212,739691637
30000275,2026-01-05 13:47:00,105107.0,product_view,desktop,direct,200101,816263176
30000276,2025-01-06 06:55:00,101931.0,product_view,desktop,organic,200204,612311285
30000277,2026-01-20 06:05:00,100802.0,add_to_cart,desktop,context,200160,739801281
30000278,2026-02-01 20:02:00,101014.0,checkout_start,ios,referral,200239,806956435
30000279,2025-02-18 22:00:00,106690.0,add_to_cart,desktop,context,200142,545862333
30000280,2025-11-08 22:33:00,108404.0,purchase,desktop,social,200223,703853242
30000281,2025-05-15 01:44:00,103397.0,add_to_cart,desktop,organic,200122,420799679
30000282,2025-05-12 15:57:00,108708.0,session_start,desktop,context,200070,275718893
30000283,2025-11-11 05:48:00,101637.0,purchase,desktop,direct,200180,986849734
30000284,2026-02-28 15:34:00,105313.0,session_start,ios,direct,200219,571809669
30000285,2026-01-09 02:43:00,106220.0,session_start,android,organic,200179,619575061
30000286,2026-03-05 16:51:00,108205.0,purchase,ios,direct,200185,670283776
30000287,2025-10-09 19:44:00,105733.0,add_to_cart,desktop,organic,200213,939100762
30000288,2025-10-01 05:10:00,108797.0,session_start,ios,context,200083,915310375
30000289,2025-11-01 04:18:00,100987.0,add_to_cart,android,referral,200144,545107109
30000290,2025-01-19 08:41:00,108460.0,add_to_cart,android,context,200215,955611232
30000291,2026-05-29 12:04:00,106969.0,add_to_cart,ios,organic,200002,282279327
30000292,2025-04-19 08:47:00,103196.0,add_to_cart,android,organic,200151,398529090
30000293,2025-06-26 02:00:00,108923.0,add_to_cart,ios,organic,200022,654135923
30000294,2026-02-12 09:13:00,105264.0,product_view,desktop,context,200074,185979834
30000295,2026-05-12 23:05:00,105215.0,product_view,android,organic,200160,556278583
30000296,2025-08-24 16:22:00,,product_view,ios,referral,200166,305201276
30000297,2025-03-11 20:09:00,106654.0,product_view,android,direct,200060,991030654
30000298,2026-02-20 20:18:00,106404.0,product_view,android,organic,200194,984036121
30000299,2025-05-26 14:55:00,109150.0,checkout_start,ios,organic,200194,615165121
30000300,2025-10-07 14:23:00,103926.0,product_view,desktop,social,200137,410018464
30000301,2026-02-10 12:22:00,109011.0,session_start,desktop,organic,200088,488721167
30000302,2025-08-01 11:01:00,102851.0,product_view,ios,social,200208,910243456
30000303,2025-10-19 20:19:00,109634.0,purchase,desktop,organic,200006,198176521
30000304,2025-02-13 16:35:00,105186.0,checkout_start,android,organic,200087,422076111
30000305,2026-02-19 04:41:00,105437.0,product_view,desktop,organic,200069,821688340
30000306,2025-09-10 18:24:00,108184.0,product_view,android,email,200034,410697744
30000307,2025-12-09 17:45:00,100207.0,product_view,android,direct,200078,935743667
30000308,2025-11-08 21:48:00,100087.0,product_view,desktop,direct,200019,653105417
30000309,2026-04-22 07:44:00,100183.0,product_view,android,context,200226,745455783
30000310,2025-09-15 00:49:00,109806.0,product_view,desktop,social,200186,455090093
30000311,2025-09-22 21:14:00,105911.0,checkout_start,desktop,email,200111,933122332
30000312,2025-03-14 15:46:00,103500.0,product_view,desktop,email,200013,341730307
30000313,2026-02-03 12:10:00,101663.0,checkout_start,ios,context,200227,216942469
30000314,2025-05-09 06:32:00,100929.0,product_view,android,direct,200205,768420308
30000315,2025-05-25 07:55:00,109841.0,add_to_cart,ios,direct,200237,948698794
30000316,2026-03-19 15:52:00,102967.0,product_view,android,social,200029,904393253
30000317,2025-11-10 18:53:00,100972.0,add_to_cart,ios,referral,200202,861044239
30000318,2025-06-12 17:56:00,106059.0,session_start,desktop,context,200037,962607040
30000319,2025-10-22 20:38:00,107751.0,checkout_start,ios,context,200206,742649111
30000320,2026-03-26 14:54:00,108670.0,session_start,desktop,referral,200064,328538553
30000321,2026-01-06 09:29:00,109452.0,product_view,desktop,direct,200151,601065689
30000322,2025-03-17 08:58:00,104847.0,session_start,ios,organic,200045,345174860
30000323,2026-03-04 09:31:00,106955.0,purchase,desktop,direct,200046,689547284
30000324,2025-08-17 07:24:00,107454.0,session_start,ios,direct,200210,974775975
30000325,2025-06-12 23:30:00,101697.0,session_start,android,organic,200143,174934587
30000326,2026-05-12 06:15:00,107054.0,product_view,android,organic,200135,439627430
30000327,2026-01-20 10:28:00,109018.0,product_view,desktop,social,200139,451908991
30000328,2026-01-14 05:07:00,109154.0,product_view,android,context,200023,106070244
30000329,2025-09-21 13:07:00,108324.0,product_view,ios,organic,200106,686390817
30000330,2025-01-13 09:12:00,107731.0,checkout_start,ios,context,200228,963862676
30000331,2025-01-22 16:39:00,105240.0,product_view,android,organic,200040,517696465
30000332,2025-05-11 05:51:00,105231.0,session_start,desktop,context,200177,569212451
30000333,2025-08-17 02:14:00,108062.0,product_view,desktop,context,200184,866986050
30000334,2025-10-14 07:56:00,104264.0,product_view,android,organic,200135,585730068
30000335,2025-03-18 02:13:00,103943.0,checkout_start,android,direct,200036,357785824
30000336,2026-01-27 14:38:00,101482.0,product_view,android,context,200046,741684674
30000337,2025-11-13 18:03:00,100768.0,session_start,desktop,organic,200216,622518858
30000338,2025-12-16 03:42:00,101728.0,product_view,desktop,social,200051,222317080
30000339,2025-11-01 16:55:00,100787.0,product_view,desktop,organic,200083,356175004
30000340,2026-01-17 11:20:00,106867.0,add_to_cart,android,referral,200106,407934422
30000341,2025-04-02 06:23:00,102042.0,session_start,ios,organic,200024,416224156
30000342,2025-07-10 10:20:00,100205.0,checkout_start,desktop,context,200061,808245622
30000343,2026-05-05 08:51:00,107145.0,session_start,desktop,direct,200100,639773840
30000344,2026-06-27 22:29:00,102984.0,product_view,android,organic,200174,651915579
30000345,2025-09-18 11:29:00,107440.0,add_to_cart,desktop,organic,200055,400667732
30000346,2025-10-30 12:15:00,104495.0,session_start,desktop,organic,200134,545933625
30000347,2025-07-24 03:53:00,106688.0,product_view,android,email,200147,723447665
30000348,2026-05-07 10:48:00,109575.0,session_start,android,organic,200003,350655074
30000349,2026-03-29 13:14:00,106892.0,session_start,ios,direct,200085,116048152
30000350,2025-04-11 05:31:00,105709.0,product_view,android,organic,200028,118659230
30000351,2026-01-06 02:46:00,108678.0,add_to_cart,desktop,context,200086,160791276
30000352,2026-06-09 23:54:00,102843.0,session_start,android,direct,200122,112682517
30000353,2026-05-07 12:49:00,106432.0,product_view,desktop,email,200175,295076980
