product_id,product_name,category,subcategory,brand,list_price,price_tier
200048,Мониторы Nova 200048,Electronics,Мониторы,Aster,2200.0,budget
200049,Мониторы Ridge 200049,Electronics,Мониторы,Lumo,1670.0,premium
200050,Мониторы Urban 200050,Electronics,Мониторы,Pulse,1260.0,premium
200051,Мониторы Pulse 200051,Electronics,Мониторы,Aster,1710.0,standard
200052,Мониторы HomeLab 200052,Electronics,Мониторы,Aster,1020.0,standard
200053,Кухня Pulse 200053,Home,Кухня,Pulse,5710.0,budget
200054,Кухня Aster 200054,Home,Кухня,Aster,4960.0,premium
200055,Кухня TechnoLab 200055,Home,Кухня,Orion,13410.0,budget
200056,Кухня Vega 200056,Home,Кухня,HomeLab,1020.0,budget
200057,Кухня Lumo 200057,Home,Кухня,HomeLab,11470.0,premium
200058,Кухня Vega 200058,Home,Кухня,Lumo,2870.0,premium
200059,Кухня HomeLab 200059,Home,Кухня,Urban,1620.0,budget
200060,Кухня Mira 200060,Home,Кухня,Vega,2050.0,budget
200061,Кухня Ridge 200061,Home,Кухня,HomeLab,1590.0,budget
200062,Кухня Urban 200062,Home,Кухня,Ridge,1830.0,standard
200063,Кухня Pulse 200063,Home,Кухня,Ridge,4040.0,premium
200064,Кухня Nord 200064,Home,Кухня,Pulse,1820.0,standard
200065,Кухня TechnoLab 200065,Home,Кухня,Pulse,4210.0,budget
200066,Хранение Orion 200066,Home,Хранение,Aster,1320.0,budget
200067,Хранение Aster 200067,Home,Хранение,TechnoLab,5800.0,budget
200068,Хранение TechnoLab 200068,Home,Хранение,Nova,1990.0,standard
200069,Хранение Nova 200069,Home,Хранение,Orion,2370.0,premium
200070,Хранение Aster 200070,Home,Хранение,Mira,2900.0,budget
200071,Хранение HomeLab 200071,Home,Хранение,Pulse,3730.0,premium
200072,Хранение Mira 200072,Home,Хранение,Urban,1850.0,premium
200073,Хранение TechnoLab 200073,Home,Хранение,HomeLab,7420.0,premium
200074,Хранение Aster 200074,Home,Хранение,HomeLab,2750.0,standard
200075,Хранение Mira 200075,Home,Хранение,Nord,1540.0,premium
200076,Хранение Urban 200076,Home,Хранение,HomeLab,1030.0,premium
200077,Хранение Orion 200077,Home,Хранение,Pulse,8480.0,standard
200078,Хранение TechnoLab 200078,Home,Хранение,Aster,5320.0,budget
200079,Освещение Vega 200079,Home,Освещение,Vega,1670.0,budget
200080,Освещение Nova 200080,Home,Освещение,Nord,1830.0,budget
200081,Освещение Nova 200081,Home,Освещение,Ridge,1890.0,premium
200082,Освещение Mira 200082,Home,Освещение,Orion,3330.0,budget
200083,Освещение HomeLab 200083,Home,Освещение,Urban,2050.0,standard
200084,Освещение Aster 200084,Home,Освещение,Lumo,1450.0,premium
200085,Освещение Nova 200085,Home,Освещение,Ridge,6840.0,premium
200086,Освещение Aster 200086,Home,Освещение,Aster,13760.0,premium
200087,Освещение TechnoLab 200087,Home,Освещение,Pulse,2040.0,premium
200088,Освещение TechnoLab 200088,Home,Освещение,Mira,2800.0,premium
200089,Освещение Nova 200089,Home,Освещение,Ridge,1700.0,premium
200090,Освещение TechnoLab 200090,Home,Освещение,Mira,5170.0,budget
200091,Освещение Orion 200091,Home,Освещение,TechnoLab,1160.0,premium
200092,Текстиль HomeLab 200092,Home,Текстиль,Pulse,2230.0,standard
200093,Текстиль Nova 200093,Home,Текстиль,Mira,3620.0,standard
200094,Текстиль TechnoLab 200094,Home,Текстиль,Urban,980.0,standard
200095,Текстиль Orion 200095,Home,Текстиль,Nova,1830.0,standard
200096,Текстиль Mira 200096,Home,Текстиль,Nord,1210.0,budget
200097,Текстиль Nord 200097,Home,Текстиль,TechnoLab,6630.0,standard
200098,Текстиль HomeLab 200098,Home,Текстиль,Mira,1370.0,budget
200099,Текстиль Nord 200099,Home,Текстиль,TechnoLab,2030.0,budget
200100,Текстиль Nova 200100,Home,Текстиль,TechnoLab,2290.0,budget
200101,Текстиль Orion 200101,Home,Текстиль,Vega,620.0,premium
200102,Текстиль Lumo 200102,Home,Текстиль,Ridge,4180.0,budget
200103,Текстиль Urban 200103,Home,Текстиль,Aster,1380.0,standard
200104,Текстиль HomeLab 200104,Home,Текстиль,Nord,1750.0,budget
200105,Фитнес Orion 200105,Sports,Фитнес,Lumo,1040.0,premium
200106,Фитнес Ridge 200106,Sports,Фитнес,Vega,2120.0,premium
200107,Фитнес Mira 200107,Sports,Фитнес,Aster,2610.0,budget
200108,Фитнес TechnoLab 200108,Sports,Фитнес,Pulse,6290.0,standard
200109,Фитнес Nova 200109,Sports,Фитнес,Mira,3820.0,budget
200110,Фитнес HomeLab 200110,Sports,Фитнес,Aster,960.0,standard
200111,Фитнес Aster 200111,Sports,Фитнес,Orion,10260.0,premium
200112,Фитнес HomeLab 200112,Sports,Фитнес,HomeLab,12320.0,premium
200113,Фитнес Nord 200113,Sports,Фитнес,Lumo,2420.0,standard
200114,Фитнес Pulse 200114,Sports,Фитнес,Nova,26080.0,standard
200115,Фитнес HomeLab 200115,Sports,Фитнес,Vega,3090.0,budget
200116,Фитнес TechnoLab 200116,Sports,Фитнес,HomeLab,1150.0,standard
200117,Фитнес Pulse 200117,Sports,Фитнес,Nord,500.0,premium
200118,Бег TechnoLab 200118,Sports,Бег,Nord,770.0,premium
200119,Бег Mira 200119,Sports,Бег,Nova,3020.0,budget
200120,Бег Nord 200120,Sports,Бег,Lumo,4040.0,budget
200121,Бег Orion 200121,Sports,Бег,HomeLab,2440.0,budget
200122,Бег Aster 200122,Sports,Бег,Vega,3660.0,budget
200123,Бег Mira 200123,Sports,Бег,Nord,8570.0,premium
200124,Бег Mira 200124,Sports,Бег,Pulse,3680.0,premium
200125,Бег Nord 200125,Sports,Бег,Vega,860.0,standard
200126,Бег Pulse 200126,Sports,Бег,Mira,580.0,standard
200127,Бег Pulse 200127,Sports,Бег,HomeLab,7610.0,standard
200128,Бег Orion 200128,Sports,Бег,Mira,3270.0,budget
200129,Бег Orion 200129,Sports,Бег,Mira,3860.0,premium
200130,Бег TechnoLab 200130,Sports,Бег,Lumo,6890.0,budget
200131,Туризм Urban 200131,Sports,Туризм,Aster,2780.0,standard
200132,Туризм HomeLab 200132,Sports,Туризм,TechnoLab,500.0,standard
200133,Туризм Nova 200133,Sports,Туризм,Nord,18600.0,budget
200134,Туризм Lumo 200134,Sports,Туризм,Aster,1370.0,budget
200135,Туризм Nord 200135,Sports,Туризм,Urban,5250.0,budget
200136,Туризм Aster 200136,Sports,Туризм,Ridge,760.0,standard
200137,Туризм HomeLab 200137,Sports,Туризм,Vega,2020.0,premium
200138,Туризм Ridge 200138,Sports,Туризм,Aster,5610.0,premium
200139,Туризм Vega 200139,Sports,Туризм,Urban,2870.0,standard
200140,Туризм Lumo 200140,Sports,Туризм,Urban,4650.0,standard
200141,Туризм Lumo 200141,Sports,Туризм,HomeLab,1540.0,standard
200142,Туризм HomeLab 200142,Sports,Туризм,Mira,1930.0,budget
200143,Туризм TechnoLab 200143,Sports,Туризм,Lumo,7940.0,standard
200144,Велоспорт TechnoLab 200144,Sports,Велоспорт,Mira,2860.0,premium
200145,Велоспорт Pulse 200145,Sports,Велоспорт,HomeLab,10390.0,budget
200146,Велоспорт Orion 200146,Sports,Велоспорт,TechnoLab,3140.0,premium
200147,Велоспорт Pulse 200147,Sports,Велоспорт,Nord,970.0,standard
200148,Велоспорт Lumo 200148,Sports,Велоспорт,Nord,2000.0,standard
200149,Велоспорт Pulse 200149,Sports,Велоспорт,Mira,1580.0,premium
200150,Велоспорт Aster 200150,Sports,Велоспорт,Mira,5510.0,premium
200151,Велоспорт Nord 200151,Sports,Велоспорт,Nord,1530.0,budget
200152,Велоспорт Orion 200152,Sports,Велоспорт,Urban,4970.0,standard
200153,Велоспорт Urban 200153,Sports,Велоспорт,Urban,1240.0,budget
200154,Велоспорт Ridge 200154,Sports,Велоспорт,Nord,1440.0,standard
200155,Велоспорт Pulse 200155,Sports,Велоспорт,Aster,11030.0,premium
200156,Велоспорт Urban 200156,Sports,Велоспорт,Nord,1010.0,budget
200157,Уход Nord 200157,Beauty,Уход,Lumo,1650.0,premium
200158,Уход HomeLab 200158,Beauty,Уход,Ridge,3520.0,standard
200159,Уход Orion 200159,Beauty,Уход,TechnoLab,980.0,premium
200160,Уход Lumo 200160,Beauty,Уход,TechnoLab,1430.0,premium
200161,Уход Aster 200161,Beauty,Уход,Pulse,3500.0,budget
200162,Уход Lumo 200162,Beauty,Уход,Pulse,2740.0,standard
200163,Уход Pulse 200163,Beauty,Уход,Aster,3280.0,standard
200164,Уход Orion 200164,Beauty,Уход,Vega,1440.0,budget
200165,Уход Nova 200165,Beauty,Уход,Urban,3700.0,premium
200166,Уход TechnoLab 200166,Beauty,Уход,Ridge,4240.0,premium
200167,Уход Orion 200167,Beauty,Уход,Nova,1420.0,standard
200168,Уход Pulse 200168,Beauty,Уход,Nova,5270.0,premium
200169,Уход Mira 200169,Beauty,Уход,Nova,5320.0,premium
200170,Волосы Aster 200170,Beauty,Волосы,Aster,870.0,standard
200171,Волосы TechnoLab 200171,Beauty,Волосы,Aster,4330.0,standard
200172,Волосы Lumo 200172,Beauty,Волосы,Nord,3020.0,budget
200173,Волосы Nova 200173,Beauty,Волосы,Vega,1820.0,premium
200174,Волосы TechnoLab 200174,Beauty,Волосы,Mira,3250.0,standard
200175,Волосы Ridge 200175,Beauty,Волосы,Nova,1360.0,budget
200176,Волосы Nova 200176,Beauty,Волосы,Vega,2260.0,premium
200177,Волосы Aster 200177,Beauty,Волосы,Lumo,2920.0,standard
200178,Волосы TechnoLab 200178,Beauty,Волосы,Aster,2230.0,premium
200179,Волосы Mira 200179,Beauty,Волосы,HomeLab,630.0,standard
200180,Волосы Pulse 200180,Beauty,Волосы,Orion,1570.0,standard
200181,Волосы Aster 200181,Beauty,Волосы,Nord,1310.0,standard
200182,Волосы Ridge 200182,Beauty,Волосы,Orion,2390.0,premium
200183,Парфюмерия TechnoLab 200183,Beauty,Парфюмерия,Aster,2160.0,premium
200184,Парфюмерия Aster 200184,Beauty,Парфюмерия,Lumo,3130.0,budget
200185,Парфюмерия TechnoLab 200185,Beauty,Парфюмерия,Vega,3610.0,premium
200186,Парфюмерия Pulse 200186,Beauty,Парфюмерия,Mira,1030.0,premium
200187,Парфюмерия Lumo 200187,Beauty,Парфюмерия,Lumo,6630.0,standard
200188,Парфюмерия Pulse 200188,Beauty,Парфюмерия,Lumo,1660.0,budget
200189,Парфюмерия Urban 200189,Beauty,Парфюмерия,Pulse,2320.0,standard
200190,Парфюмерия Nord 200190,Beauty,Парфюмерия,Aster,6300.0,standard
200191,Парфюмерия Ridge 200191,Beauty,Парфюмерия,HomeLab,1070.0,budget
200192,Парфюмерия Nova 200192,Beauty,Парфюмерия,Nord,3080.0,premium
200193,Парфюмерия Ridge 200193,Beauty,Парфюмерия,TechnoLab,1860.0,premium
200194,Парфюмерия Mira 200194,Beauty,Парфюмерия,Urban,22860.0,budget
200195,Парфюмерия Pulse 200195,Beauty,Парфюмерия,Urban,25810.0,premium
200196,Косметика Orion 200196,Beauty,Косметика,HomeLab,5190.0,standard
200197,Косметика Nord 200197,Beauty,Косметика,Vega,5780.0,standard
200198,Косметика TechnoLab 200198,Beauty,Косметика,Ridge,2000.0,standard
200199,Косметика Aster 200199,Beauty,Косметика,Aster,3360.0,premium
200200,Косметика Mira 200200,Beauty,Косметика,Vega,3920.0,budget
200201,Косметика Urban 200201,Beauty,Косметика,Lumo,1490.0,standard
200202,Косметика Orion 200202,Beauty,Косметика,Aster,1050.0,premium
200203,Косметика Orion 200203,Beauty,Косметика,Urban,540.0,budget
200204,Косметика Ridge 200204,Beauty,Косметика,Nova,1250.0,budget
200205,Косметика Urban 200205,Beauty,Косметика,Ridge,14590.0,standard
200206,Косметика Aster 200206,Beauty,Косметика,Lumo,850.0,standard
200207,Косметика Lumo 200207,Beauty,Косметика,TechnoLab,2760.0,premium
200208,Косметика HomeLab 200208,Beauty,Косметика,Mira,1910.0,budget
200209,Игрушки HomeLab 200209,Kids,Игрушки,Nova,3710.0,premium
200210,Игрушки TechnoLab 200210,Kids,Игрушки,Urban,2630.0,standard
200211,Игрушки Nord 200211,Kids,Игрушки,Aster,4820.0,premium
200212,Игрушки Mira 200212,Kids,Игрушки,Nord,9190.0,premium
200213,Игрушки HomeLab 200213,Kids,Игрушки,Mira,2290.0,standard
200214,Игрушки Mira 200214,Kids,Игрушки,HomeLab,19690.0,premium
200215,Игрушки Vega 200215,Kids,Игрушки,Urban,3290.0,budget
200216,Игрушки Vega 200216,Kids,Игрушки,Urban,2460.0,premium
200217,Игрушки Ridge 200217,Kids,Игрушки,Nova,3580.0,standard
200218,Игрушки Mira 200218,Kids,Игрушки,Nova,2670.0,premium
200219,Игрушки Vega 200219,Kids,Игрушки,Pulse,2970.0,standard
200220,Игрушки Orion 200220,Kids,Игрушки,Mira,3350.0,budget
200221,Игрушки Mira 200221,Kids,Игрушки,Nord,1970.0,budget
200222,Школа Vega 200222,Kids,Школа,Lumo,3600.0,budget
200223,Школа Urban 200223,Kids,Школа,Ridge,6190.0,standard
200224,Школа Pulse 200224,Kids,Школа,Lumo,1500.0,premium
200225,Школа Nord 200225,Kids,Школа,Mira,7260.0,standard
200226,Школа Urban 200226,Kids,Школа,Nord,1120.0,premium
200227,Школа Nova 200227,Kids,Школа,Orion,1660.0,premium
200228,Школа Nova 200228,Kids,Школа,TechnoLab,2860.0,premium
200229,Школа Vega 200229,Kids,Школа,Orion,5220.0,standard
200230,Школа TechnoLab 200230,Kids,Школа,Orion,1980.0,budget
200231,Школа Pulse 200231,Kids,Школа,TechnoLab,580.0,standard
200232,Школа Vega 200232,Kids,Школа,Urban,1410.0,premium
200233,Школа Urban 200233,Kids,Школа,Aster,4700.0,standard
200234,Школа Ridge 200234,Kids,Школа,Aster,1840.0,standard
200235,Детская комната HomeLab 200235,Kids,Детская комната,Aster,2660.0,budget
200236,Детская комната HomeLab 200236,Kids,Детская комната,Urban,4880.0,budget
200237,Детская комната Urban 200237,Kids,Детская комната,TechnoLab,7880.0,premium
200238,Детская комната Orion 200238,Kids,Детская комната,TechnoLab,1100.0,budget
200239,Детская комната Mira 200239,Kids,Детская комната,Nova,2190.0,premium
200240,Детская комната Ridge 200240,Kids,Детская комната,Nova,1510.0,budget
200241,Детская комната Nord 200241,Kids,Детская комната,TechnoLab,2690.0,budget
200242,Детская комната Vega 200242,Kids,Детская комната,Aster,3410.0,budget
200243,Детская комната Aster 200243,Kids,Детская комната,Vega,2070.0,budget
200244,Детская комната Urban 200244,Kids,Детская комната,Aster,1950.0,premium
200245,Детская комната Pulse 200245,Kids,Детская комната,Orion,690.0,standard
200246,Детская комната HomeLab 200246,Kids,Детская комната,Nord,680.0,premium
200247,Детская комната Vega 200247,Kids,Детская комната,Ridge,4880.0,standard
